"sku","category","total_quantity_sold","days_since_last_sale","inventory_action"
"J0328-KR-XL","kurta","2","1255","SLOW - Clearance Sale"
"JNE3457-KR-XXXL","kurta","1","1255","SLOW - Clearance Sale"
"SET195-KR-NP-A-L","Set","1","1254","SLOW - Clearance Sale"
"JNE3532-KR-XXL","kurta","1","1254","SLOW - Clearance Sale"
"J0094-KR-XXXL","kurta","2","1254","SLOW - Clearance Sale"
"JNE3447-KR-M","kurta","1","1254","SLOW - Clearance Sale"
"SET336-KR-NP-L","Set","1","1254","SLOW - Clearance Sale"
"JNE3065-KR-L","kurta","1","1254","SLOW - Clearance Sale"
"BL023-74PINK-B","Blouse","1","1254","SLOW - Clearance Sale"
"SET245-KR-NP-L","Set","1","1254","SLOW - Clearance Sale"
"JNE3528-KR-XXL","kurta","2","1254","SLOW - Clearance Sale"
"JNE3472-KR-XXXL","kurta","1","1254","SLOW - Clearance Sale"
"JNE3686-TU-XXXL","Top","1","1254","SLOW - Clearance Sale"
"J0160-TP-S","Top","1","1254","SLOW - Clearance Sale"
"J0196-TP-M","Top","1","1254","SLOW - Clearance Sale"
"SET271-KR-NP-XXXL","Set","1","1254","SLOW - Clearance Sale"
"BTM047-PP-L","Bottom","1","1254","SLOW - Clearance Sale"
"SET358-KR-NP-L","Set","1","1254","SLOW - Clearance Sale"
"SET198-KR-NP-A-XXXL","Set","1","1254","SLOW - Clearance Sale"
"JNE3642-TP-XXL","Top","1","1254","SLOW - Clearance Sale"
"JNE2291-KR-602-XL","kurta","1","1254","SLOW - Clearance Sale"
"JNE3759-KR-XXL","kurta","1","1254","SLOW - Clearance Sale"
"SET251-KR-PP-L","Set","1","1254","SLOW - Clearance Sale"
"J0155-KR-S","kurta","1","1254","SLOW - Clearance Sale"
"J0345-SET-M","Set","2","1254","SLOW - Clearance Sale"
"J0299-KR-XXL","kurta","2","1254","SLOW - Clearance Sale"
"SET336-KR-NP-M","Set","1","1254","SLOW - Clearance Sale"
"J0155-KR-L","kurta","1","1254","SLOW - Clearance Sale"
"J0302-DR-XXXL","Western Dress","2","1254","SLOW - Clearance Sale"
"J0401-DR-M","Western Dress","1","1254","SLOW - Clearance Sale"
"PSET058-KR-NP-5XL","Set","1","1254","SLOW - Clearance Sale"
"J0034-SET-XL","Set","1","1254","SLOW - Clearance Sale"
"J0120-TP-L","Top","1","1254","SLOW - Clearance Sale"
"JNE3530-KR-S","kurta","1","1254","SLOW - Clearance Sale"
"JNE3813-KR-L","kurta","1","1254","SLOW - Clearance Sale"
"J0328-KR-M","kurta","1","1254","SLOW - Clearance Sale"
"SET274-KR-PP-L","Set","1","1254","SLOW - Clearance Sale"
"JNE3042-KR-L","kurta","1","1253","SLOW - Clearance Sale"
"JNE3524-KR-XXXL","kurta","1","1253","SLOW - Clearance Sale"
"J0154-DR-L","Western Dress","2","1253","SLOW - Clearance Sale"
"JNE3466-KR-XXXL","kurta","1","1253","SLOW - Clearance Sale"
"JNE3644-TP-N-XS","Top","2","1253","SLOW - Clearance Sale"
"SET097-KR-PP-L","Set","1","1253","SLOW - Clearance Sale"
"J0112-TP-S","Top","2","1253","SLOW - Clearance Sale"
"J0133-KR-XXL","kurta","1","1253","SLOW - Clearance Sale"
"SET037-KR-NP-M","Set","1","1253","SLOW - Clearance Sale"
"JNE3835-KR-M","kurta","2","1253","SLOW - Clearance Sale"
"J0196-TP-XL","Top","1","1253","SLOW - Clearance Sale"
"SET147-KR-NP-M","Set","1","1253","SLOW - Clearance Sale"
"NW023-ST-SR-XL","Set","1","1253","SLOW - Clearance Sale"
"J0347-SET-L","Set","1","1253","SLOW - Clearance Sale"
"J0171-DR-XXL","Western Dress","1","1253","SLOW - Clearance Sale"
"JNE3728-KR-M","kurta","2","1253","SLOW - Clearance Sale"
"JNE3816-KR-XXXL","kurta","2","1253","SLOW - Clearance Sale"
"J0033-KR-XXL","kurta","1","1253","SLOW - Clearance Sale"
"JNE3415-KR-M","kurta","1","1253","SLOW - Clearance Sale"
"J0176-TP-XL","Top","1","1253","SLOW - Clearance Sale"
"JNE3796-KR-XXXL","kurta","1","1253","SLOW - Clearance Sale"
"J0165-TP-S","Top","1","1253","SLOW - Clearance Sale"
"JNE3759-KR-M","kurta","2","1253","SLOW - Clearance Sale"
"JNE3438-KR-XS","kurta","1","1253","SLOW - Clearance Sale"
"JNE2251-KR-537-C-L","kurta","1","1253","SLOW - Clearance Sale"
"SET271-KR-NP-M","Set","1","1253","SLOW - Clearance Sale"
"BTM029-NP-S","Bottom","1","1253","SLOW - Clearance Sale"
"SET295-KR-NP-M","Set","1","1253","SLOW - Clearance Sale"
"MEN5030-KR-S","kurta","1","1253","SLOW - Clearance Sale"
"SET385-KR-NP-XXL","Set","1","1253","SLOW - Clearance Sale"
"JNE3735-KR-XL","kurta","4","1253","SLOW - Clearance Sale"
"JNE3695-KR-M","kurta","2","1253","SLOW - Clearance Sale"
"PJ0096-KR-N-6XL","kurta","1","1253","SLOW - Clearance Sale"
"J0305-DR-L","Western Dress","1","1253","SLOW - Clearance Sale"
"JNE3447-KR-L","kurta","2","1253","SLOW - Clearance Sale"
"SET195-KR-NP-A-XL","Set","1","1252","SLOW - Clearance Sale"
"J0134-SET-XXXL","Set","2","1252","SLOW - Clearance Sale"
"J0160-TP-L","Top","2","1252","SLOW - Clearance Sale"
"SET131-KR-NP-A-L","Set","2","1252","SLOW - Clearance Sale"
"J0142-KR-L","kurta","1","1252","SLOW - Clearance Sale"
"SET295-KR-NP-S","Set","2","1252","SLOW - Clearance Sale"
"SAR049","Saree","1","1252","SLOW - Clearance Sale"
"JNE3684-TU-L","Top","2","1252","SLOW - Clearance Sale"
"JNE3474-KR-E-XL","kurta","1","1252","SLOW - Clearance Sale"
"JNE3543-KR-XXXL","kurta","2","1252","SLOW - Clearance Sale"
"J0137-SET-XS","Set","1","1252","SLOW - Clearance Sale"
"JNE3436-KR-XL","kurta","2","1252","SLOW - Clearance Sale"
"JNE3833-KR-XXL","kurta","2","1252","SLOW - Clearance Sale"
"SET236-KR-PP-XXL","Set","2","1252","SLOW - Clearance Sale"
"SAR109","Saree","1","1252","SLOW - Clearance Sale"
"JNE3684-TU-XL","Top","2","1252","SLOW - Clearance Sale"
"JNE3622-KR-XXXL","kurta","1","1252","SLOW - Clearance Sale"
"J0352-KR-XL","kurta","2","1252","SLOW - Clearance Sale"
"J0122-TP-M","Top","2","1252","SLOW - Clearance Sale"
"SET097-KR-PP-XS","Set","1","1252","SLOW - Clearance Sale"
"JNE09187-PINK-SR-JP7104RNV","Saree","1","1252","SLOW - Clearance Sale"
"SET378-KR-NP-XXXL","Set","9","1252","SLOW - Clearance Sale"
"J0352-KR-L","kurta","2","1252","SLOW - Clearance Sale"
"SET326-KR-PP-M","Set","1","1252","SLOW - Clearance Sale"
"JNE3624-KR-XL","kurta","1","1252","SLOW - Clearance Sale"
"JNE3542-KR-M","kurta","2","1252","SLOW - Clearance Sale"
"SET195-KR-NP-A-XXL","Set","1","1252","SLOW - Clearance Sale"
"SET100-KR-PP-M","Set","1","1252","SLOW - Clearance Sale"
"SET179-KR-PP-L","Set","2","1252","SLOW - Clearance Sale"
"JNE3491-KR-L","kurta","1","1252","SLOW - Clearance Sale"
"J0161-DR-L","Western Dress","1","1252","SLOW - Clearance Sale"
"JNE3787-KR-L","kurta","1","1252","SLOW - Clearance Sale"
"JNE3547-KR-XXL","kurta","1","1252","SLOW - Clearance Sale"
"BL111-L","Blouse","2","1252","SLOW - Clearance Sale"
"JNE3438-KR-XXXL","kurta","1","1252","SLOW - Clearance Sale"
"J0140-SET-XXXL","Set","1","1252","SLOW - Clearance Sale"
"SET378-KR-NP-XL","Set","1","1252","SLOW - Clearance Sale"
"SAR132","Saree","1","1252","SLOW - Clearance Sale"
"J0133-KR-XXXL","kurta","1","1252","SLOW - Clearance Sale"
"JNE3323-KR-A-S","kurta","1","1252","SLOW - Clearance Sale"
"J0290-CD-XXL","Top","1","1252","SLOW - Clearance Sale"
"JNE3728-KR-L","kurta","2","1252","SLOW - Clearance Sale"
"JNE3531-KR-XXL","kurta","2","1252","SLOW - Clearance Sale"
"J0161-DR-M","Western Dress","2","1252","SLOW - Clearance Sale"
"SET258-KR-PP-XXXL","Set","2","1252","SLOW - Clearance Sale"
"SET138-KR-PP-L","Set","2","1252","SLOW - Clearance Sale"
"JNE2132-KR-398-XL","kurta","1","1252","SLOW - Clearance Sale"
"JNE3256-KR-XS","kurta","1","1252","SLOW - Clearance Sale"
"JNE3545-KR-M","kurta","1","1252","SLOW - Clearance Sale"
"JNE3391-KR-L","kurta","1","1252","SLOW - Clearance Sale"
"SAR026","Saree","1","1252","SLOW - Clearance Sale"
"SET397-KR-NP-L","Set","3","1252","SLOW - Clearance Sale"
"JNE3715-KR-XXXL","kurta","2","1251","SLOW - Clearance Sale"
"JNE3708-TU-M","Top","1","1251","SLOW - Clearance Sale"
"J0189-TP-XXXL","Top","1","1251","SLOW - Clearance Sale"
"SET172-KR-PP-B-S","Set","1","1251","SLOW - Clearance Sale"
"JNE3323-KR-S","kurta","1","1251","SLOW - Clearance Sale"
"SET037-KR-NP-L","Set","2","1251","SLOW - Clearance Sale"
"SET326-KR-PP-XXL","Set","1","1251","SLOW - Clearance Sale"
"JNE3821-KR-XXL","kurta","1","1251","SLOW - Clearance Sale"
"BL110-M","Blouse","1","1251","SLOW - Clearance Sale"
"J0171-DR-XL","Western Dress","1","1251","SLOW - Clearance Sale"
"J0044-TP-S","Top","2","1251","SLOW - Clearance Sale"
"SET227-KR-PP-A-XXL","Set","1","1251","SLOW - Clearance Sale"
"JNE3820-KR-L","kurta","2","1251","SLOW - Clearance Sale"
"BL104-XS","Blouse","1","1251","SLOW - Clearance Sale"
"JNE3547-KR-L","kurta","1","1251","SLOW - Clearance Sale"
"J0166-DR-M","Western Dress","1","1251","SLOW - Clearance Sale"
"J0172-TP-XS","Top","1","1251","SLOW - Clearance Sale"
"JNE3446-KR-XS","kurta","2","1251","SLOW - Clearance Sale"
"JNE3488-KR-S","kurta","2","1251","SLOW - Clearance Sale"
"J0033-KR-XL","kurta","1","1251","SLOW - Clearance Sale"
"JNE3429-KR-XXL","kurta","2","1251","SLOW - Clearance Sale"
"JNE2101-KR-210-L","kurta","1","1251","SLOW - Clearance Sale"
"J0075-KR-M","kurta","1","1251","SLOW - Clearance Sale"
"JNE3610-KR-S","kurta","1","1251","SLOW - Clearance Sale"
"JNE3666-TP-XS","Top","1","1251","SLOW - Clearance Sale"
"J0181-TP-XL","Top","1","1251","SLOW - Clearance Sale"
"JNE3669-TU-XXXL","Top","1","1251","SLOW - Clearance Sale"
"JNE3474-KR-E-L","kurta","1","1251","SLOW - Clearance Sale"
"SET270-KR-PP-L","Set","6","1251","SLOW - Clearance Sale"
"J0347-SET-XS","Set","2","1251","SLOW - Clearance Sale"
"J0181-TP-XXL","Top","2","1251","SLOW - Clearance Sale"
"JNE3539-KR-XL","kurta","2","1251","SLOW - Clearance Sale"
"J0346-SET-S","Set","2","1251","SLOW - Clearance Sale"
"SET192-KR-NP-L","Set","2","1251","SLOW - Clearance Sale"
"BL103-XS","Blouse","2","1251","SLOW - Clearance Sale"
"J0229-SKD-S","Set","1","1251","SLOW - Clearance Sale"
"JNE3783-KR-XS","kurta","1","1251","SLOW - Clearance Sale"
"JNE3668-TP-N-XXL","Top","2","1251","SLOW - Clearance Sale"
"JNE3579-KR-XL","kurta","2","1251","SLOW - Clearance Sale"
"J0136-KR-S","kurta","2","1251","SLOW - Clearance Sale"
"SET136-KR-PP-L","Set","1","1251","SLOW - Clearance Sale"
"J0062-DR-XXL","Western Dress","2","1251","SLOW - Clearance Sale"
"J0034-SET-XS","Set","1","1251","SLOW - Clearance Sale"
"SET112-KR-SP-XS","Set","1","1251","SLOW - Clearance Sale"
"SET204-KR-DPT-L","Set","1","1251","SLOW - Clearance Sale"
"JNE3608-KR-XXXL","kurta","1","1251","SLOW - Clearance Sale"
"JNE3428-KR-XL","kurta","2","1251","SLOW - Clearance Sale"
"J0178-TP-L","Top","2","1251","SLOW - Clearance Sale"
"J0284-SKD-M","Set","2","1251","SLOW - Clearance Sale"
"J0093-DR-M","Ethnic Dress","1","1251","SLOW - Clearance Sale"
"JNE3441-KR-E-M","kurta","1","1251","SLOW - Clearance Sale"
"JNE3817-KR-XXXL","kurta","2","1251","SLOW - Clearance Sale"
"BL050-83RED-A","Blouse","1","1251","SLOW - Clearance Sale"
"J0104-KR-XL","kurta","2","1251","SLOW - Clearance Sale"
"JNE3574-KR-XL","kurta","1","1250","SLOW - Clearance Sale"
"MEN5019-KR-S","kurta","1","1250","SLOW - Clearance Sale"
"J0214-TP-S","Top","1","1250","SLOW - Clearance Sale"
"MEN5001-KR-XXXL","kurta","1","1250","SLOW - Clearance Sale"
"J0044-TP-XS","Top","1","1250","SLOW - Clearance Sale"
"SET153-KR-NP-XXXL","Set","1","1250","SLOW - Clearance Sale"
"J0149-KR-S","kurta","1","1250","SLOW - Clearance Sale"
"JNE3813-KR-XL","kurta","2","1250","SLOW - Clearance Sale"
"J0153-DR-L","Western Dress","2","1250","SLOW - Clearance Sale"
"BTM042-PP-M","Bottom","1","1250","SLOW - Clearance Sale"
"J0131-KR-S","kurta","2","1250","SLOW - Clearance Sale"
"JNE3408-KR-S","kurta","1","1250","SLOW - Clearance Sale"
"J0131-KR-XL","kurta","2","1250","SLOW - Clearance Sale"
"JNE3466-KR-XXL","kurta","2","1250","SLOW - Clearance Sale"
"JNE3563-KR-XXL","kurta","2","1250","SLOW - Clearance Sale"
"MEN5025-KR-L","kurta","16","1250","SLOW - Clearance Sale"
"J0299-KR-XXXL","kurta","4","1250","SLOW - Clearance Sale"
"SET138-KR-PP-XL","Set","2","1250","SLOW - Clearance Sale"
"J0294-TP-XXL","Top","2","1250","SLOW - Clearance Sale"
"AN205-YELLOW-S","Bottom","2","1250","SLOW - Clearance Sale"
"SET353-KR-NP-XL","Set","1","1250","SLOW - Clearance Sale"
"SET236-KR-PP-XXXL","Set","1","1250","SLOW - Clearance Sale"
"JNE3531-KR-M","kurta","2","1250","SLOW - Clearance Sale"
"J0184-KR-M","kurta","1","1250","SLOW - Clearance Sale"
"SET091-KR-NP-S","Set","2","1250","SLOW - Clearance Sale"
"JNE3573-KR-XS","kurta","2","1250","SLOW - Clearance Sale"
"JNE3789-KR-XXL","kurta","2","1250","SLOW - Clearance Sale"
"JNE3654-TP-S","Top","2","1250","SLOW - Clearance Sale"
"J0134-SET-XS","Set","1","1250","SLOW - Clearance Sale"
"J0299-KR-XL","kurta","2","1250","SLOW - Clearance Sale"
"SET034-KR-NP-XXXL","Set","2","1250","SLOW - Clearance Sale"
"J0077-SKD-XL","Set","1","1250","SLOW - Clearance Sale"
"JNE3833-KR-S","kurta","1","1250","SLOW - Clearance Sale"
"JNE3574-KR-XS","kurta","2","1250","SLOW - Clearance Sale"
"J0226-SKD-XS","Set","1","1250","SLOW - Clearance Sale"
"SET365-KR-NP-XXXL","Set","3","1250","SLOW - Clearance Sale"
"SET239-KR-NP-M","Set","1","1250","SLOW - Clearance Sale"
"JNE3610-KR-XXXL","kurta","2","1250","SLOW - Clearance Sale"
"SET295-KR-NP-L","Set","3","1250","SLOW - Clearance Sale"
"J0028-KR-S","kurta","2","1250","SLOW - Clearance Sale"
"SET201-KR-NP-A-XXXL","Set","2","1250","SLOW - Clearance Sale"
"PJNE3405-KR-N-4XL","kurta","2","1250","SLOW - Clearance Sale"
"SET245-KR-NP-XS","Set","2","1250","SLOW - Clearance Sale"
"JNE3482-KR-XL","kurta","2","1250","SLOW - Clearance Sale"
"J0058-DR-XS","Ethnic Dress","1","1250","SLOW - Clearance Sale"
"J0132-KR-XS","kurta","3","1250","SLOW - Clearance Sale"
"J0033-KR-M","kurta","1","1250","SLOW - Clearance Sale"
"JNE3471-KR-XXXL","kurta","1","1250","SLOW - Clearance Sale"
"JNE3528-KR-L","kurta","2","1250","SLOW - Clearance Sale"
"SET297-KR-NP-L","Set","1","1250","SLOW - Clearance Sale"
"JNE3466-KR-L","kurta","2","1249","SLOW - Clearance Sale"
"J0139-KR-XL","kurta","3","1249","SLOW - Clearance Sale"
"JNE3823-KR-XL","kurta","1","1249","SLOW - Clearance Sale"
"JNE3629-KR-S","kurta","1","1249","SLOW - Clearance Sale"
"SET307-KR-DPT-S","Set","2","1249","SLOW - Clearance Sale"
"J0178-TP-XXL","Top","1","1249","SLOW - Clearance Sale"
"JNE3820-KR-XL","kurta","2","1249","SLOW - Clearance Sale"
"SET153-KR-NP-XXL","Set","1","1249","SLOW - Clearance Sale"
"JNE3531-KR-XL","kurta","2","1249","SLOW - Clearance Sale"
"SET383-KR-NP-XL","Set","2","1249","SLOW - Clearance Sale"
"J0123-TP-XL","Top","2","1249","SLOW - Clearance Sale"
"JNE3616-KR-XXL","kurta","2","1249","SLOW - Clearance Sale"
"JNE3719-KR-XS","kurta","1","1249","SLOW - Clearance Sale"
"JNE3255-KR-XL","kurta","1","1249","SLOW - Clearance Sale"
"J0122-TP-XS","Top","2","1249","SLOW - Clearance Sale"
"JNE3541-KR-S","kurta","1","1249","SLOW - Clearance Sale"
"J0112-TP-M","Top","2","1249","SLOW - Clearance Sale"
"BTM039-PP-XS","Bottom","1","1249","SLOW - Clearance Sale"
"J0135-SET-XL","Set","1","1249","SLOW - Clearance Sale"
"J0081-DR-XL","Western Dress","2","1249","SLOW - Clearance Sale"
"JNE3655-TP-L","Top","1","1249","SLOW - Clearance Sale"
"JNE3466-KR-XL","kurta","2","1249","SLOW - Clearance Sale"
"JNE3693-KR-M","kurta","3","1249","SLOW - Clearance Sale"
"JNE3789-KR-XL","kurta","1","1249","SLOW - Clearance Sale"
"J0088-TP-XXXL","Top","1","1249","SLOW - Clearance Sale"
"J0081-DR-XXXL","Western Dress","1","1249","SLOW - Clearance Sale"
"JNE3673-TU-XL","Top","1","1249","SLOW - Clearance Sale"
"JNE3722-KR-XS","kurta","1","1249","SLOW - Clearance Sale"
"JNE3530-KR-XXXL","kurta","2","1249","SLOW - Clearance Sale"
"JNE3813-KR-M","kurta","2","1249","SLOW - Clearance Sale"
"J0238-LCD-L","Set","1","1249","SLOW - Clearance Sale"
"J0199-SET-XS","Set","2","1249","SLOW - Clearance Sale"
"JNE3820-KR-M","kurta","1","1249","SLOW - Clearance Sale"
"SET004-KR-SP-A-XXL","Set","1","1249","SLOW - Clearance Sale"
"SET053-KR-NP-XXXL","Set","3","1249","SLOW - Clearance Sale"
"MEN5027-KR-XXXL","kurta","3","1249","SLOW - Clearance Sale"
"MEN5010-KR-XXL","kurta","1","1249","SLOW - Clearance Sale"
"J0153-DR-S","Western Dress","4","1249","SLOW - Clearance Sale"
"JNE3276-KR-XXXL","kurta","1","1249","SLOW - Clearance Sale"
"NW001-TP-PJ-XXXL","Set","2","1249","SLOW - Clearance Sale"
"J0147-SET-L","Set","1","1249","SLOW - Clearance Sale"
"AN209-BIEGE-XL","Bottom","2","1249","SLOW - Clearance Sale"
"JNE3796-KR-XL","kurta","1","1249","SLOW - Clearance Sale"
"JNE3466-KR-XS","kurta","1","1249","SLOW - Clearance Sale"
"JNE3415-KR-XL","kurta","2","1249","SLOW - Clearance Sale"
"JNE3471-KR-XXL","kurta","2","1248","SLOW - Clearance Sale"
"J0091-TP-L","Top","1","1248","SLOW - Clearance Sale"
"J0150-KR-XXXL","kurta","4","1248","SLOW - Clearance Sale"
"JNE3568-KR-XS","kurta","3","1248","SLOW - Clearance Sale"
"JNE3666-TP-S","Top","2","1248","SLOW - Clearance Sale"
"BTM047-PP-XXXL","Bottom","1","1248","SLOW - Clearance Sale"
"SET138-KR-PP-XS","Set","2","1248","SLOW - Clearance Sale"
"JNE3615-KR-XXXL","kurta","2","1248","SLOW - Clearance Sale"
"SET004-KR-SP-A-XL","Set","2","1248","SLOW - Clearance Sale"
"NW024-TP-PJ-M","Set","1","1248","SLOW - Clearance Sale"
"J0085-TP-XS","Top","2","1248","SLOW - Clearance Sale"
"J0187-KR-XL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3445-KR-XL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3539-KR-XXL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3538-KR-XS","kurta","2","1248","SLOW - Clearance Sale"
"J0293-DR-S","Western Dress","3","1248","SLOW - Clearance Sale"
"J0153-DR-XS","Western Dress","3","1248","SLOW - Clearance Sale"
"J0148-SET-M","Set","1","1248","SLOW - Clearance Sale"
"BL015-63PINK","Blouse","2","1248","SLOW - Clearance Sale"
"JNE2009-KR-310-L","kurta","2","1248","SLOW - Clearance Sale"
"SET185-KR-NP-XXL","Set","2","1248","SLOW - Clearance Sale"
"J0112-TP-XS","Top","2","1248","SLOW - Clearance Sale"
"SET254-KR-NP-XXXL","Set","1","1248","SLOW - Clearance Sale"
"J0198-TP-XXL","Top","1","1248","SLOW - Clearance Sale"
"J0199-SET-XL","Set","2","1248","SLOW - Clearance Sale"
"JNE3834-KR-XL","kurta","1","1248","SLOW - Clearance Sale"
"SET358-KR-NP-XXL","Set","3","1248","SLOW - Clearance Sale"
"JNE3725-KR-XL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3404-KR-S","kurta","1","1248","SLOW - Clearance Sale"
"JNE3629-KR-XL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3662-TP-XXL","Top","2","1248","SLOW - Clearance Sale"
"SET392-KR-NP-XXXL","Set","5","1248","SLOW - Clearance Sale"
"JNE3717-KR-S","kurta","1","1248","SLOW - Clearance Sale"
"JNE3724-KR-XS","kurta","2","1248","SLOW - Clearance Sale"
"CH204-PURPLE-S","Bottom","1","1248","SLOW - Clearance Sale"
"MEN5030-KR-XXL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3743-TP-S","Top","1","1248","SLOW - Clearance Sale"
"SAR107","Saree","1","1248","SLOW - Clearance Sale"
"JNE3389-KR-A-XXXL","kurta","2","1248","SLOW - Clearance Sale"
"JNE3672-TU-XL","Top","2","1248","SLOW - Clearance Sale"
"SET249-KR-NP-L","Set","2","1248","SLOW - Clearance Sale"
"J0148-SET-L","Set","2","1248","SLOW - Clearance Sale"
"AN206-GREEN-M","Bottom","1","1248","SLOW - Clearance Sale"
"SET275-KR-NP-L","Set","1","1248","SLOW - Clearance Sale"
"JNE3758-KR-XS","kurta","2","1248","SLOW - Clearance Sale"
"AN201-RED-M","Bottom","1","1248","SLOW - Clearance Sale"
"BL102-L","Blouse","2","1248","SLOW - Clearance Sale"
"SET318-KR-SHA-XS","Set","3","1248","SLOW - Clearance Sale"
"SET097-KR-PP-XL","Set","2","1248","SLOW - Clearance Sale"
"JNE3404-KR-L","kurta","2","1248","SLOW - Clearance Sale"
"SET179-KR-PP-XXL","Set","3","1248","SLOW - Clearance Sale"
"J0205-TP-S","Top","2","1248","SLOW - Clearance Sale"
"JNE2266-KR-490-A-S","kurta","1","1248","SLOW - Clearance Sale"
"SET267-KR-NP-M","Set","2","1248","SLOW - Clearance Sale"
"JNE3825-KR-M","kurta","2","1248","SLOW - Clearance Sale"
"J0120-TP-XXL","Top","1","1248","SLOW - Clearance Sale"
"JNE3622-KR-XS","kurta","1","1248","SLOW - Clearance Sale"
"J0088-TP-M","Top","2","1248","SLOW - Clearance Sale"
"J0350-SET-L","Set","2","1248","SLOW - Clearance Sale"
"JNE3700-KR-S","kurta","2","1247","SLOW - Clearance Sale"
"JNE3576-KR-XL","kurta","1","1247","SLOW - Clearance Sale"
"SET353-KR-NP-XS","Set","1","1247","SLOW - Clearance Sale"
"SET365-KR-NP-XL","Set","3","1247","SLOW - Clearance Sale"
"SET165-KR-PP-XL","Set","1","1247","SLOW - Clearance Sale"
"SET281-KR-PP-L","Set","1","1247","SLOW - Clearance Sale"
"J0091-TP-M","Top","2","1247","SLOW - Clearance Sale"
"NW028-TP-PJ-L","Set","1","1247","SLOW - Clearance Sale"
"JNE3623-KR-XXXL","kurta","2","1247","SLOW - Clearance Sale"
"MEN5026-KR-S","kurta","1","1247","SLOW - Clearance Sale"
"SET053-KR-NP-M","Set","1","1247","SLOW - Clearance Sale"
"BTM026-NP-L","Bottom","1","1247","SLOW - Clearance Sale"
"SET271-KR-NP-XS","Set","2","1247","SLOW - Clearance Sale"
"J0100-DR-XS","Western Dress","1","1247","SLOW - Clearance Sale"
"J0111-TP-L","Top","1","1247","SLOW - Clearance Sale"
"SAR023","Saree","1","1247","SLOW - Clearance Sale"
"SET274-KR-PP-XXXL","Set","1","1247","SLOW - Clearance Sale"
"JNE3683-TU-XL","Top","1","1247","SLOW - Clearance Sale"
"JNE3833-KR-M","kurta","2","1247","SLOW - Clearance Sale"
"SET242-KR-PP-M","Set","1","1247","SLOW - Clearance Sale"
"J0148-SET-S","Set","2","1247","SLOW - Clearance Sale"
"J0080-TP-XXL","Top","1","1247","SLOW - Clearance Sale"
"JNE3816-KR-XXL","kurta","5","1247","SLOW - Clearance Sale"
"JNE3717-KR-XL","kurta","1","1247","SLOW - Clearance Sale"
"J0110-SKD-XXL","Set","1","1247","SLOW - Clearance Sale"
"J0304-TP-XXL","Top","3","1247","SLOW - Clearance Sale"
"JNE3644-TP-N-XXL","Top","11","1247","SLOW - Clearance Sale"
"J0205-TP-XL","Top","4","1247","SLOW - Clearance Sale"
"JNE3470-KR-S","kurta","1","1247","SLOW - Clearance Sale"
"BTM042-PP-XL","Bottom","2","1247","SLOW - Clearance Sale"
"JNE3471-KR-L","kurta","2","1247","SLOW - Clearance Sale"
"SET336-KR-NP-XS","Set","1","1247","SLOW - Clearance Sale"
"JNE3276-KR-XXL","kurta","2","1247","SLOW - Clearance Sale"
"SET138-KR-PP-S","Set","1","1247","SLOW - Clearance Sale"
"J0332-DR-L","Western Dress","3","1247","SLOW - Clearance Sale"
"JNE3672-TU-L","Top","2","1247","SLOW - Clearance Sale"
"J0229-SKD-XXL","Set","1","1247","SLOW - Clearance Sale"
"SET307-KR-DPT-XS","Set","3","1247","SLOW - Clearance Sale"
"J0140-SET-L","Set","2","1247","SLOW - Clearance Sale"
"NW024-TP-PJ-XXXL","Set","1","1247","SLOW - Clearance Sale"
"BTM029-NP-XXXL","Bottom","1","1247","SLOW - Clearance Sale"
"J0106-KR-L","Western Dress","2","1247","SLOW - Clearance Sale"
"J0084-TP-S","Top","1","1246","SLOW - Clearance Sale"
"JNE3679-TU-L","Top","4","1246","SLOW - Clearance Sale"
"SET218-KR-NP-M","Set","1","1246","SLOW - Clearance Sale"
"J0203-TP-XS","Top","2","1246","SLOW - Clearance Sale"
"JNE3834-KR-L","kurta","4","1246","SLOW - Clearance Sale"
"NW022-TP-PJ-XXXL","Set","3","1246","SLOW - Clearance Sale"
"BTM041-PP-XS","Bottom","1","1246","SLOW - Clearance Sale"
"JNE3729-KR-S","kurta","1","1246","SLOW - Clearance Sale"
"JNE3796-KR-M","kurta","1","1246","SLOW - Clearance Sale"
"J0197-TP-XL","Top","2","1246","SLOW - Clearance Sale"
"JNE3669-TU-XL","Top","1","1246","SLOW - Clearance Sale"
"JNE3733-KR-L","kurta","1","1246","SLOW - Clearance Sale"
"SET048-KR-NP-XL","Set","1","1246","SLOW - Clearance Sale"
"J0038-DR-S","Ethnic Dress","1","1246","SLOW - Clearance Sale"
"NW027-TP-PJ-XL","Set","1","1246","SLOW - Clearance Sale"
"JNE3579-KR-XS","kurta","1","1246","SLOW - Clearance Sale"
"JNE3750-KR-S","kurta","1","1246","SLOW - Clearance Sale"
"JNE3427-KR-XXL","kurta","1","1246","SLOW - Clearance Sale"
"J0333-DR-M","Western Dress","3","1246","SLOW - Clearance Sale"
"J0167-KR-XXL","kurta","4","1246","SLOW - Clearance Sale"
"J0074-TP-S","Top","1","1246","SLOW - Clearance Sale"
