"sku","category","total_quantity_sold","days_since_last_sale","inventory_action"
"BL110-L","Blouse","10","1185","SLOW - Clearance Sale"
"JNE3825-KR-S","kurta","6","1185","SLOW - Clearance Sale"
"J0162-SKD-L","Set","7","1185","SLOW - Clearance Sale"
"SET386-KR-NP-XS","Set","7","1185","SLOW - Clearance Sale"
"J0163-SKD-XXXL","Set","1","1185","SLOW - Clearance Sale"
"SET130-KR-NP-XS","Set","8","1185","SLOW - Clearance Sale"
"JNE3443-KR-L","kurta","6","1185","SLOW - Clearance Sale"
"J0390-TP-M","Top","4","1185","SLOW - Clearance Sale"
"JNE3485-KR-XXXL","kurta","3","1185","SLOW - Clearance Sale"
"J0277-SKD-XXL","Set","8","1185","SLOW - Clearance Sale"
"JNE3806-KR-S","kurta","5","1185","SLOW - Clearance Sale"
"J0228-SKD-XXXL","Set","9","1185","SLOW - Clearance Sale"
"JNE2265-KR-501-L","kurta","4","1185","SLOW - Clearance Sale"
"JNE3880-DR-XXL","Western Dress","4","1185","SLOW - Clearance Sale"
"JNE3395-KR-XXXL","kurta","3","1185","SLOW - Clearance Sale"
"JNE3432-KR-XL","kurta","1","1185","SLOW - Clearance Sale"
"SET300-KR-NP-XS","Set","3","1185","SLOW - Clearance Sale"
"J0396-DR-S","Western Dress","2","1185","SLOW - Clearance Sale"
"SET055-KR-NP-XS","Set","3","1185","SLOW - Clearance Sale"
"JNE3479-KR-L","kurta","5","1185","SLOW - Clearance Sale"
"JNE1906-KR-031-L","kurta","13","1185","SLOW - Clearance Sale"
"SET373-KR-PP-XS","Set","1","1185","SLOW - Clearance Sale"
"JNE3735-KR-L","kurta","11","1185","SLOW - Clearance Sale"
"JNE3546-KR-XXL","kurta","8","1185","SLOW - Clearance Sale"
"J0118-TP-XXL","Top","90","1185","SLOW - Clearance Sale"
"J0052-KR-XS","kurta","1","1185","SLOW - Clearance Sale"
"SET153-KR-NP-XS","Set","3","1185","SLOW - Clearance Sale"
"JNE3709-DR-XXL","Western Dress","4","1185","SLOW - Clearance Sale"
"J0083-KR-L","kurta","7","1185","SLOW - Clearance Sale"
"JNE3706-DR-S","Western Dress","2","1185","SLOW - Clearance Sale"
"JNE2171-KR-437-XS","kurta","4","1185","SLOW - Clearance Sale"
"J0080-TP-XS","Top","20","1184","SLOW - Clearance Sale"
"JNE3553-KR-XL","kurta","6","1184","SLOW - Clearance Sale"
"JNE3160-KR-XXXL","kurta","5","1184","SLOW - Clearance Sale"
"SET110-KR-PP-XL","Set","32","1184","SLOW - Clearance Sale"
"JNE3872-KR-XXL","kurta","1","1184","SLOW - Clearance Sale"
"SET347-KR-NP-S","Set","29","1184","SLOW - Clearance Sale"
"NW005-ST-PJ-L","Set","12","1184","SLOW - Clearance Sale"
"PJNE3364-KR-5XL","kurta","9","1184","SLOW - Clearance Sale"
"JNE3794-KR-S","kurta","20","1184","SLOW - Clearance Sale"
"J0034-SET-L","Set","7","1184","SLOW - Clearance Sale"
"SET384-KR-NP-S","Set","8","1184","SLOW - Clearance Sale"
"JNE3790-KR-XXXL","kurta","5","1184","SLOW - Clearance Sale"
"JNE3408-KR-XXL","kurta","4","1184","SLOW - Clearance Sale"
"JNE3689-TU-S","Top","5","1184","SLOW - Clearance Sale"
"J0351-SET-XL","Set","6","1184","SLOW - Clearance Sale"
"SET404-KR-NP-XL","Set","5","1184","SLOW - Clearance Sale"
"NW003-TP-PJ-XXL","Set","7","1184","SLOW - Clearance Sale"
"J0163-SKD-XL","Set","3","1184","SLOW - Clearance Sale"
"AN205-YELLOW-XL","Bottom","2","1184","SLOW - Clearance Sale"
"JNE3707-DR-XL","Western Dress","10","1184","SLOW - Clearance Sale"
"SET384-KR-NP-M","Set","6","1184","SLOW - Clearance Sale"
"JNE3479-KR-XS","kurta","6","1184","SLOW - Clearance Sale"
"SET273-KR-NP-XS","Set","43","1184","SLOW - Clearance Sale"
"JNE3504-KR-XL","kurta","16","1184","SLOW - Clearance Sale"
"SET227-KR-PP-A-M","Set","13","1184","SLOW - Clearance Sale"
"JNE3506-KR-XXXL","kurta","12","1184","SLOW - Clearance Sale"
"NW030-TP-PJ-S","Set","10","1184","SLOW - Clearance Sale"
"SET288-KR-NP-XXXL","Set","15","1184","SLOW - Clearance Sale"
"JNE3559-KR-XL","kurta","5","1184","SLOW - Clearance Sale"
"PJNE3068-KR-5XL","kurta","6","1184","SLOW - Clearance Sale"
"SET246-KR-PP-XS","Set","3","1184","SLOW - Clearance Sale"
"SET373-KR-PP-S","Set","2","1184","SLOW - Clearance Sale"
"SET131-KR-NP-A-S","Set","5","1184","SLOW - Clearance Sale"
"SET264-KR-NP-XXL","Set","53","1184","SLOW - Clearance Sale"
"J0175-KR-XXL","kurta","2","1184","SLOW - Clearance Sale"
"JNE3366-KR-1053-A-XXXL","kurta","4","1184","SLOW - Clearance Sale"
"J0230-SKD-XXXL","Set","14","1184","SLOW - Clearance Sale"
"JNE3633-KR-XS","kurta","6","1184","SLOW - Clearance Sale"
"JNE3485-KR-XL","kurta","3","1184","SLOW - Clearance Sale"
"NW020-ST-SR-L","Set","12","1184","SLOW - Clearance Sale"
"J0136-KR-XS","kurta","2","1184","SLOW - Clearance Sale"
"MEN5003-KR-M","kurta","6","1184","SLOW - Clearance Sale"
"JNE3617-KR-XXL","kurta","5","1184","SLOW - Clearance Sale"
"SET264-KR-NP-XXXL","Set","25","1184","SLOW - Clearance Sale"
"JNE3741-KR-XXL","kurta","15","1184","SLOW - Clearance Sale"
"JNE3459-KR-XXL","kurta","3","1184","SLOW - Clearance Sale"
"JNE3791-DR-L","Ethnic Dress","7","1184","SLOW - Clearance Sale"
"JNE3429-KR-S","kurta","5","1184","SLOW - Clearance Sale"
"SET376-KR-NP-L","Set","3","1184","SLOW - Clearance Sale"
"J0113-TP-XS","Top","17","1184","SLOW - Clearance Sale"
"JNE3464-KR-XXL","kurta","1","1184","SLOW - Clearance Sale"
"JNE3886-KR-XL","kurta","1","1184","SLOW - Clearance Sale"
"SET264-KR-NP-XS","Set","6","1184","SLOW - Clearance Sale"
"J0157-DR-XXXL","Western Dress","13","1184","SLOW - Clearance Sale"
"JNE3879-DR-S","Western Dress","4","1184","SLOW - Clearance Sale"
"JNE3732-KR-M","kurta","4","1184","SLOW - Clearance Sale"
"SET337-KR-NP-S","Set","3","1184","SLOW - Clearance Sale"
"J0371-SKD-XXXL","Set","2","1184","SLOW - Clearance Sale"
"JNE3542-KR-XS","kurta","2","1184","SLOW - Clearance Sale"
"JNE3736-KR-XXXL","kurta","6","1183","SLOW - Clearance Sale"
"SET326-KR-PP-L","Set","5","1183","SLOW - Clearance Sale"
"JNE3767-KR-L","kurta","2","1183","SLOW - Clearance Sale"
"J0237-SKD-L","Set","3","1183","SLOW - Clearance Sale"
"J0377-SKD-XS","Set","4","1183","SLOW - Clearance Sale"
"JNE3687-TU-L","Top","7","1183","SLOW - Clearance Sale"
"SET376-KR-NP-XL","Set","5","1183","SLOW - Clearance Sale"
"SET318-KR-SHA-XXL","Set","2","1183","SLOW - Clearance Sale"
"JNE3904-DR-S","Western Dress","5","1183","SLOW - Clearance Sale"
"JNE3785-KR-XS","kurta","6","1183","SLOW - Clearance Sale"
"SET340-KR-NP-L","Set","7","1183","SLOW - Clearance Sale"
"J0179-KR-XXXL","kurta","11","1183","SLOW - Clearance Sale"
"JNE2153-KR-278-A-XS","kurta","4","1183","SLOW - Clearance Sale"
"SET290-KR-DPT-XXXL","Set","15","1183","SLOW - Clearance Sale"
"J0336-TP-XL","Top","18","1183","SLOW - Clearance Sale"
"SET165-KR-PP-XS","Set","2","1183","SLOW - Clearance Sale"
"JNE3477-KR-M","kurta","1","1183","SLOW - Clearance Sale"
"SET380-KR-NP-XXXL","Set","12","1183","SLOW - Clearance Sale"
"JNE3875-KR-XL","kurta","4","1183","SLOW - Clearance Sale"
"JNE3819-KR-L","kurta","5","1183","SLOW - Clearance Sale"
"JNE3736-KR-XXL","kurta","3","1183","SLOW - Clearance Sale"
"JNE3564-KR-XS","kurta","1","1183","SLOW - Clearance Sale"
"JNE3432-KR-M","kurta","2","1183","SLOW - Clearance Sale"
"SET243-KR-PP-M","Set","3","1183","SLOW - Clearance Sale"
"JNE3730-KR-XL","kurta","4","1183","SLOW - Clearance Sale"
"SET075-KR-DH-XS","Set","3","1183","SLOW - Clearance Sale"
"J0203-TP-M","Top","4","1183","SLOW - Clearance Sale"
"JNE3608-KR-S","kurta","4","1183","SLOW - Clearance Sale"
"JNE3742-KR-XS","kurta","3","1183","SLOW - Clearance Sale"
"J0279-SET-XL","Set","1","1183","SLOW - Clearance Sale"
"JNE3712-TP-N-M","Top","11","1183","SLOW - Clearance Sale"
"MEN5026-KR-XXL","kurta","8","1183","SLOW - Clearance Sale"
"SAR059","Saree","1","1183","SLOW - Clearance Sale"
"SET326-KR-PP-XL","Set","2","1183","SLOW - Clearance Sale"
"JNE3398-KR-XS","kurta","5","1183","SLOW - Clearance Sale"
"SET308-KR-PP-L","Set","5","1183","SLOW - Clearance Sale"
"J0097-KR-XXXL","kurta","29","1183","SLOW - Clearance Sale"
"SET075-KR-DH-L","Set","8","1183","SLOW - Clearance Sale"
"SET302-KR-PP-L","Set","10","1183","SLOW - Clearance Sale"
"JNE3766-KR-XXL","kurta","6","1183","SLOW - Clearance Sale"
"BTM036-PP-XXL","Bottom","3","1183","SLOW - Clearance Sale"
"JNE3710-DR-S","Western Dress","23","1183","SLOW - Clearance Sale"
"J0247-SKD-L","Set","6","1183","SLOW - Clearance Sale"
"SET414-KR-NP-S","Set","2","1183","SLOW - Clearance Sale"
"SET221-KR-NP-XXL","Set","4","1183","SLOW - Clearance Sale"
"J0419-TP-XXL","Top","2","1183","SLOW - Clearance Sale"
"SET274-KR-PP-XS","Set","2","1183","SLOW - Clearance Sale"
"J0198-TP-L","Top","13","1183","SLOW - Clearance Sale"
"SET394-KR-NP-XL","Set","9","1183","SLOW - Clearance Sale"
"JNE3577-KR-L","kurta","1","1183","SLOW - Clearance Sale"
"SET188-KR-NP-S","Set","4","1183","SLOW - Clearance Sale"
"JNE3763-KR-S","kurta","2","1183","SLOW - Clearance Sale"
"JNE3687-TU-XL","Top","7","1183","SLOW - Clearance Sale"
"JNE3766-KR-S","kurta","4","1183","SLOW - Clearance Sale"
"SET221-KR-NP-M","Set","3","1183","SLOW - Clearance Sale"
"SET308-KR-PP-XL","Set","3","1183","SLOW - Clearance Sale"
"J0238-LCD-XL","Set","4","1183","SLOW - Clearance Sale"
"SET384-KR-NP-L","Set","7","1183","SLOW - Clearance Sale"
"JNE3476-KR-M","kurta","6","1183","SLOW - Clearance Sale"
"JNE3400-KR-XXXL","kurta","5","1183","SLOW - Clearance Sale"
"JNE3443-KR-XL","kurta","4","1183","SLOW - Clearance Sale"
"JNE3656-TP-N-S","Top","3","1183","SLOW - Clearance Sale"
"PJNE3445-KR-N-4XL","kurta","1","1183","SLOW - Clearance Sale"
"SET346-KR-PP-XS","Set","3","1183","SLOW - Clearance Sale"
"SET073-KR-SHA-L","Set","14","1183","SLOW - Clearance Sale"
"SET004-KR-SP-XXL","Set","2","1183","SLOW - Clearance Sale"
"JNE3669-TU-XXL","Top","11","1183","SLOW - Clearance Sale"
"SET043-KR-NP-S","Set","5","1183","SLOW - Clearance Sale"
"SET246-KR-PP-L","Set","6","1183","SLOW - Clearance Sale"
"JNE3416-KR-L","kurta","1","1183","SLOW - Clearance Sale"
"BL098-S","Blouse","4","1183","SLOW - Clearance Sale"
"JNE3745-KR-XXL","kurta","7","1183","SLOW - Clearance Sale"
"JNE3294-KR-XXXL","kurta","15","1183","SLOW - Clearance Sale"
"JNE2171-KR-437-M","kurta","20","1183","SLOW - Clearance Sale"
"JNE3432-KR-S","kurta","1","1183","SLOW - Clearance Sale"
"SET250-KR-SHA-S","Set","14","1183","SLOW - Clearance Sale"
"SET229-KR-PP-XS","Set","7","1183","SLOW - Clearance Sale"
"JNE1408-KR-UDF19-A-S","kurta","2","1183","SLOW - Clearance Sale"
"JNE3894-TP-M","Top","3","1183","SLOW - Clearance Sale"
"JNE3609-KR-XXXL","kurta","16","1183","SLOW - Clearance Sale"
"JNE3408-KR-M","kurta","1","1183","SLOW - Clearance Sale"
"SET144-KR-NP-XXXL","Set","11","1183","SLOW - Clearance Sale"
"BTM008-B-XXL","Bottom","2","1183","SLOW - Clearance Sale"
"JNE3313-KR-XXXL","kurta","2","1183","SLOW - Clearance Sale"
"JNE3780-KR-XXXL","kurta","4","1183","SLOW - Clearance Sale"
"SET221-KR-NP-XL","Set","3","1183","SLOW - Clearance Sale"
"JNE3555-KR-XL","kurta","2","1183","SLOW - Clearance Sale"
"BL104-S","Blouse","4","1183","SLOW - Clearance Sale"
"JNE3727-KR-S","kurta","2","1183","SLOW - Clearance Sale"
"SET389-KR-NP-XXL","Set","14","1183","SLOW - Clearance Sale"
"J0400-DR-XXL","Western Dress","3","1183","SLOW - Clearance Sale"
"JNE3348-KR-XXL","kurta","5","1183","SLOW - Clearance Sale"
"SET401-KR-NP-XXL","Set","16","1183","SLOW - Clearance Sale"
"JNE3894-TP-L","Top","4","1183","SLOW - Clearance Sale"
"JNE3748-KR-XXXL","kurta","12","1183","SLOW - Clearance Sale"
"JNE3535-KR-XL","kurta","5","1183","SLOW - Clearance Sale"
"SET243-KR-PP-L","Set","4","1183","SLOW - Clearance Sale"
"SET278-KR-NP-XL","Set","42","1183","SLOW - Clearance Sale"
"SET315-KR-PP-XXXL","Set","3","1182","SLOW - Clearance Sale"
"JNE3869-DR-M","Western Dress","21","1182","SLOW - Clearance Sale"
"JNE3770-KR-S","kurta","4","1182","SLOW - Clearance Sale"
"JNE3471-KR-S","kurta","6","1182","SLOW - Clearance Sale"
"J0203-TP-S","Top","4","1182","SLOW - Clearance Sale"
"JNE3771-KR-XXL","kurta","7","1182","SLOW - Clearance Sale"
"SET404-KR-NP-XXL","Set","6","1182","SLOW - Clearance Sale"
"J0077-SKD-XS","Set","6","1182","SLOW - Clearance Sale"
"SET293-KR-NP-L","Set","13","1182","SLOW - Clearance Sale"
"J0124-TP-S","Top","7","1182","SLOW - Clearance Sale"
"SET087-KR-PP-XXXL","Set","6","1182","SLOW - Clearance Sale"
"J0372-SKD-XXL","Set","5","1182","SLOW - Clearance Sale"
"J0247-SKD-XXXL","Set","6","1182","SLOW - Clearance Sale"
"BL085-S","Blouse","1","1182","SLOW - Clearance Sale"
"SET230-KR-PP-XS","Set","5","1182","SLOW - Clearance Sale"
"SET070-KR-NP-XS","Set","4","1182","SLOW - Clearance Sale"
"MEN5017-KR-S","kurta","10","1182","SLOW - Clearance Sale"
"JNE1525-KR-UDF19BLACK-S","kurta","7","1182","SLOW - Clearance Sale"
"SET243-KR-PP-XXL","Set","3","1182","SLOW - Clearance Sale"
"SET393-KR-NP-XS","Set","36","1182","SLOW - Clearance Sale"
"SET217-KR-PP-XL","Set","16","1182","SLOW - Clearance Sale"
"JNE3422-KR-S","kurta","3","1182","SLOW - Clearance Sale"
"JNE3758-KR-L","kurta","15","1182","SLOW - Clearance Sale"
"SET239-KR-NP-S","Set","26","1182","SLOW - Clearance Sale"
"J0163-SKD-S","Set","4","1182","SLOW - Clearance Sale"
"JNE3506-KR-M","kurta","9","1182","SLOW - Clearance Sale"
"JNE3396-KR-XXL","kurta","14","1182","SLOW - Clearance Sale"
"JNE3790-KR-S","kurta","6","1182","SLOW - Clearance Sale"
"JNE3449-KR-S","kurta","12","1182","SLOW - Clearance Sale"
"J0371-SKD-XXL","Set","3","1182","SLOW - Clearance Sale"
"SET171-KR-NP-L","Set","35","1182","SLOW - Clearance Sale"
"J0119-TP-S","Top","25","1182","SLOW - Clearance Sale"
"JNE3434-KR-XXL","kurta","1","1182","SLOW - Clearance Sale"
"JNE3364-KR-1051-A-L","kurta","72","1182","SLOW - Clearance Sale"
"JNE3575-KR-XS","kurta","1","1182","SLOW - Clearance Sale"
"J0094-KR-XS","kurta","3","1182","SLOW - Clearance Sale"
"SET318-KR-SHA-L","Set","4","1182","SLOW - Clearance Sale"
"SET272-KR-PP-S","Set","6","1182","SLOW - Clearance Sale"
"JNE3733-KR-S","kurta","3","1182","SLOW - Clearance Sale"
"JNE3680-TU-S","Top","6","1182","SLOW - Clearance Sale"
"SET183-KR-DH-XS","Set","35","1182","SLOW - Clearance Sale"
"JNE3753-KR-XXXL","kurta","4","1182","SLOW - Clearance Sale"
"MEN5004-KR-L","kurta","34","1182","SLOW - Clearance Sale"
"SET188-KR-NP-XXL","Set","5","1182","SLOW - Clearance Sale"
"JNE3364-KR-1051-M","kurta","1","1182","SLOW - Clearance Sale"
"JNE3273-KR-XL","kurta","4","1182","SLOW - Clearance Sale"
"MEN5032-KR-XL","kurta","8","1182","SLOW - Clearance Sale"
"JNE2265-KR-501-M","kurta","8","1182","SLOW - Clearance Sale"
"J0300-TP-XXL","Top","8","1182","SLOW - Clearance Sale"
"JNE3886-KR-M","kurta","1","1182","SLOW - Clearance Sale"
"JNE3776-KR-S","kurta","2","1182","SLOW - Clearance Sale"
"JNE3802-KR-L","kurta","23","1182","SLOW - Clearance Sale"
"J0092-SET-XXXL","Set","11","1182","SLOW - Clearance Sale"
"JNE3460-KR-XXL","kurta","1","1182","SLOW - Clearance Sale"
"JNE3452-KR-XXL","kurta","5","1182","SLOW - Clearance Sale"
"JNE2205-KR-467-A-M","kurta","10","1182","SLOW - Clearance Sale"
"SET263-KR-NP-XS","Set","4","1182","SLOW - Clearance Sale"
"SET404-KR-NP-L","Set","5","1182","SLOW - Clearance Sale"
"JNE3768-KR-XL","kurta","1","1182","SLOW - Clearance Sale"
"JNE3662-TP-XS","Top","2","1182","SLOW - Clearance Sale"
"SET246-KR-PP-S","Set","4","1182","SLOW - Clearance Sale"
"J0013-SKD-XXL","Set","7","1182","SLOW - Clearance Sale"
"JNE3863-TU-XS","Top","3","1182","SLOW - Clearance Sale"
"SET216-KR-PP-XL","Set","2","1182","SLOW - Clearance Sale"
"J0417-TP-M","Top","2","1182","SLOW - Clearance Sale"
"J0242-SKD-M","Set","2","1182","SLOW - Clearance Sale"
"NW036-ST-SR-XXL","Set","2","1182","SLOW - Clearance Sale"
"JNE3806-KR-L","kurta","13","1182","SLOW - Clearance Sale"
"SET188-KR-NP-XL","Set","5","1182","SLOW - Clearance Sale"
"JNE3645-TP-N-L","Top","55","1182","SLOW - Clearance Sale"
"J0010-LCD-XXL","Set","7","1182","SLOW - Clearance Sale"
"J0014-LCD-XXL","Set","3","1182","SLOW - Clearance Sale"
"JNE3412-KR-XXXL","kurta","11","1182","SLOW - Clearance Sale"
"NW037-TP-SR-XXL","Set","11","1182","SLOW - Clearance Sale"
"JNE3369-KR-XXL","kurta","4","1182","SLOW - Clearance Sale"
"SAR034","Saree","1","1182","SLOW - Clearance Sale"
"J0118-TP-XS","Top","5","1182","SLOW - Clearance Sale"
"J0197-TP-XXXL","Top","11","1182","SLOW - Clearance Sale"
"JNE3794-KR-M","kurta","33","1182","SLOW - Clearance Sale"
"J0197-TP-M","Top","8","1182","SLOW - Clearance Sale"
"SET266-KR-NP-S","Set","1","1182","SLOW - Clearance Sale"
"JNE3294-KR-L","kurta","35","1182","SLOW - Clearance Sale"
"SET398-KR-PP-XS","Set","17","1182","SLOW - Clearance Sale"
"SET405-KR-NP-S","Set","13","1182","SLOW - Clearance Sale"
"JNE3639-TP-N-XL","Top","16","1182","SLOW - Clearance Sale"
"JNE3160-KR-L","kurta","23","1182","SLOW - Clearance Sale"
"JNE3364-KR-1051-S","kurta","1","1182","SLOW - Clearance Sale"
"JNE3475-KR-K-XL","kurta","2","1182","SLOW - Clearance Sale"
"JNE3567-KR-XS","kurta","26","1182","SLOW - Clearance Sale"
"J0173-DR-XS","Western Dress","3","1182","SLOW - Clearance Sale"
"MEN5023-KR-M","kurta","20","1182","SLOW - Clearance Sale"
"JNE3578-KR-S","kurta","6","1182","SLOW - Clearance Sale"
"SET299-KR-PP-L","Set","2","1182","SLOW - Clearance Sale"
"J0137-SET-S","Set","3","1182","SLOW - Clearance Sale"
"J0377-SKD-XL","Set","17","1182","SLOW - Clearance Sale"
"J0004-SKD-XS","Set","4","1182","SLOW - Clearance Sale"
"J0418-TP-XS","Top","4","1182","SLOW - Clearance Sale"
"SET094-KR-NP-L","Set","4","1182","SLOW - Clearance Sale"
"J0106-KR-M","Western Dress","5","1182","SLOW - Clearance Sale"
"J0137-SET-M","Set","1","1182","SLOW - Clearance Sale"
"SET230-KR-PP-S","Set","12","1182","SLOW - Clearance Sale"
"JNE3522-KR-XXXL","kurta","6","1182","SLOW - Clearance Sale"
"J0330-KR-XXXL","kurta","3","1182","SLOW - Clearance Sale"
"JNE3566-KR-S","kurta","8","1182","SLOW - Clearance Sale"
"JNE3708-TU-XXL","Top","10","1182","SLOW - Clearance Sale"
"SET324-KR-NP-M","Set","164","1182","SLOW - Clearance Sale"
"JNE2032-KR-205-XL","kurta","5","1182","SLOW - Clearance Sale"
"J0092-SET-L","Set","14","1182","SLOW - Clearance Sale"
"SET185-KR-NP-S","Set","2","1182","SLOW - Clearance Sale"
"SET128-KR-DH-XL","Set","7","1182","SLOW - Clearance Sale"
"SET347-KR-NP-XS","Set","20","1182","SLOW - Clearance Sale"
"JNE3818-KR-XXL","kurta","6","1182","SLOW - Clearance Sale"
"JNE3273-KR-L","kurta","3","1182","SLOW - Clearance Sale"
"JNE3817-KR-L","kurta","4","1182","SLOW - Clearance Sale"
"J0246-SKD-XS","Set","1","1182","SLOW - Clearance Sale"
"SET048-KR-NP-L","Set","11","1182","SLOW - Clearance Sale"
"JNE3690-TU-XS","Top","16","1182","SLOW - Clearance Sale"
"SET345-KR-NP-XL","Set","125","1182","SLOW - Clearance Sale"
"MEN5006-KR-XXXL","kurta","9","1181","SLOW - Clearance Sale"
"SET253-KR-NP-L","Set","7","1181","SLOW - Clearance Sale"
"JNE3770-KR-M","kurta","2","1181","SLOW - Clearance Sale"
"SET265-KR-NP-S","Set","25","1181","SLOW - Clearance Sale"
"JNE3422-KR-XL","kurta","9","1181","SLOW - Clearance Sale"
"SET279-LC-S","Set","14","1181","SLOW - Clearance Sale"
"JNE3905-DR-XXXL","Western Dress","19","1181","SLOW - Clearance Sale"
"J0197-TP-XXL","Top","7","1181","SLOW - Clearance Sale"
"SET055-KR-NP-S","Set","3","1181","SLOW - Clearance Sale"
"NW016-ST-SR-XXL","Set","5","1181","SLOW - Clearance Sale"
"JNE3630-KR-XXXL","kurta","4","1181","SLOW - Clearance Sale"
"SET182-KR-DH-S","Set","12","1181","SLOW - Clearance Sale"
"JNE3658-TP-L","Top","3","1181","SLOW - Clearance Sale"
"PJNE3364-KR-6XL","kurta","7","1181","SLOW - Clearance Sale"
"JNE1234-MULTI-KR-032-XXL","kurta","4","1181","SLOW - Clearance Sale"
"JNE3252-KR-XS","kurta","4","1181","SLOW - Clearance Sale"
"JNE3701-KR-XS","kurta","3","1181","SLOW - Clearance Sale"
"JNE3864-TU-XL","Top","7","1181","SLOW - Clearance Sale"
"JNE3666-TP-M","Top","3","1181","SLOW - Clearance Sale"
"NW027-TP-PJ-XXL","Set","7","1181","SLOW - Clearance Sale"
"J0216-BL-S","Blouse","14","1181","SLOW - Clearance Sale"
"J0103-SKD-XXL","Set","1","1181","SLOW - Clearance Sale"
"JNE3313-KR-A-L","kurta","7","1181","SLOW - Clearance Sale"
"J0101-DR-XXL","Ethnic Dress","4","1181","SLOW - Clearance Sale"
"SAR069","Saree","8","1181","SLOW - Clearance Sale"
"SET184-KR-PP-XXXL","Set","14","1181","SLOW - Clearance Sale"
"BL103-L","Blouse","4","1181","SLOW - Clearance Sale"
"J0136-KR-XL","kurta","2","1181","SLOW - Clearance Sale"
"NW001-TP-PJ-L","Set","12","1181","SLOW - Clearance Sale"
"JNE3559-KR-L","kurta","5","1181","SLOW - Clearance Sale"
"SET233-KR-PP-M","Set","18","1181","SLOW - Clearance Sale"
"JNE3491-KR-XS","kurta","4","1181","SLOW - Clearance Sale"
"SET341-KR-NP-XL","Set","18","1181","SLOW - Clearance Sale"
"JNE3720-KR-S","kurta","3","1181","SLOW - Clearance Sale"
"JNE3894-TP-XXXL","Top","6","1181","SLOW - Clearance Sale"
"SET321-KR-DPT-L","Set","3","1181","SLOW - Clearance Sale"
"NW034-TP-PJ-XXXL","Set","5","1181","SLOW - Clearance Sale"
"SET271-KR-NP-S","Set","6","1181","SLOW - Clearance Sale"
"J0279-SET-M","Set","2","1181","SLOW - Clearance Sale"
"JNE3396-KR-XS","kurta","7","1181","SLOW - Clearance Sale"
"J0137-SET-XXL","Set","4","1181","SLOW - Clearance Sale"
"JNE3865-TP-XXXL","Top","9","1181","SLOW - Clearance Sale"
"J0096-KR-XXL","kurta","30","1181","SLOW - Clearance Sale"
"JNE3546-KR-XXXL","kurta","11","1181","SLOW - Clearance Sale"
"JNE3751-KR-S","kurta","4","1181","SLOW - Clearance Sale"
"J0385-KR-XS","kurta","5","1181","SLOW - Clearance Sale"
"J0010-LCD-XXXL","Set","16","1181","SLOW - Clearance Sale"
"SET395-KR-NP-XS","Set","7","1181","SLOW - Clearance Sale"
"JNE3609-KR-L","kurta","3","1181","SLOW - Clearance Sale"
"J0203-TP-XXXL","Top","3","1181","SLOW - Clearance Sale"
"SET300-KR-NP-XL","Set","5","1181","SLOW - Clearance Sale"
"JNE3577-KR-XXXL","kurta","1","1181","SLOW - Clearance Sale"
"J0202-TP-XXL","Top","5","1181","SLOW - Clearance Sale"
"JNE3725-KR-XXL","kurta","4","1181","SLOW - Clearance Sale"
"J0277-SKD-XS","Set","7","1181","SLOW - Clearance Sale"
"JNE3567-KR-S","kurta","56","1181","SLOW - Clearance Sale"
"SET277-KR-NP-XS","Set","8","1181","SLOW - Clearance Sale"
"JNE3633-KR-XXL","kurta","7","1181","SLOW - Clearance Sale"
"JNE3725-KR-L","kurta","3","1181","SLOW - Clearance Sale"
"JNE3728-KR-XXL","kurta","3","1181","SLOW - Clearance Sale"
"NW037-TP-SR-L","Set","12","1181","SLOW - Clearance Sale"
"JNE3823-KR-XS","kurta","4","1181","SLOW - Clearance Sale"
"JNE3612-KR-XL","kurta","4","1181","SLOW - Clearance Sale"
"JNE3722-KR-XL","kurta","24","1181","SLOW - Clearance Sale"
"BTM003-XXXL","Bottom","1","1181","SLOW - Clearance Sale"
"MEN5025-KR-XXXL","kurta","18","1181","SLOW - Clearance Sale"
"BL103-XL","Blouse","7","1181","SLOW - Clearance Sale"
"JNE3407-KR-L","kurta","7","1181","SLOW - Clearance Sale"
"JNE3704-KR-XL","kurta","5","1181","SLOW - Clearance Sale"
"MEN5011-KR-XXL","kurta","12","1181","SLOW - Clearance Sale"
"J0244-SKD-L","Set","36","1181","SLOW - Clearance Sale"
"JNE3384-KR-XXXL","kurta","5","1181","SLOW - Clearance Sale"
"JNE2266-KR-490-A-XXL","kurta","3","1181","SLOW - Clearance Sale"
"JNE3715-KR-L","kurta","1","1181","SLOW - Clearance Sale"
"MEN5007-KR-M","kurta","8","1181","SLOW - Clearance Sale"
"J0095-SET-XXXL","Set","41","1181","SLOW - Clearance Sale"
"SET306-KR-PP-M","Set","5","1181","SLOW - Clearance Sale"
"SET402-KR-NP-L","Set","21","1181","SLOW - Clearance Sale"
"J0164-DR-M","Ethnic Dress","15","1181","SLOW - Clearance Sale"
"JNE3311-KR-XS","kurta","7","1181","SLOW - Clearance Sale"
"J0342-TP-L","Top","42","1181","SLOW - Clearance Sale"
"JNE3486-KR-S","kurta","2","1181","SLOW - Clearance Sale"
"JNE3363-KR-1032-XS","kurta","7","1181","SLOW - Clearance Sale"
"SET156-KR-NP-S","Set","5","1181","SLOW - Clearance Sale"
"J0401-DR-S","Western Dress","20","1181","SLOW - Clearance Sale"
